OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
TEACHER,N,M,43,DRAFT
STUDENT,N,M,28,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
MECHANIC,Y,M,43,DRAFT
STOREKEEPING,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
NURSING,N,M,31,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
ENGINEER,Y,M,37,DRAFT
ACCOUNTSCLERK,N,M,36,DRAFT
SALESREPRESENTATIVE,N,M,39,DRAFT
PHYSIOTHERAPY,N,F,34,DRAFT
BANKING,N,F,41,DRAFT
BUSINESSMAN/WOMAN,N,M,38,DRAFT
TEACHER,N,F,34,DRAFT
TRADER,N,M,38,DRAFT
OTHER,N,M,31,DRAFT
ENGINEER,Y,M,34,DRAFT
NURSING,N,M,41,DRAFT
TEACHER,N,F,28,DRAFT
ARCHITECT,N,M,35,DRAFT
NURSING,N,F,36,DRAFT
NURSING,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
ACCOUNTSCLERK,N,M,34,DRAFT
TEACHER,N,F,34,DRAFT
ENGINEER,Y,M,44,DRAFT
TEACHER,N,M,32,DRAFT
NURSING,N,M,33,AUTHORIZED
POLICE,Y,M,32,AUTHORIZED
PUBLICSERVANT,N,F,43,DRAFT
ACCOUNTSCLERK,N,F,41,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
PHYSIOTHERAPY,N,F,40,DRAFT
TRADER,N,M,45,DRAFT
NURSING,N,F,34,DRAFT
TEACHER,N,M,34,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
TRADER,N,F,35,DRAFT
BUSINESSMAN/WOMAN,N,M,47,DRAFT
CARPENTER,Y,M,54,DRAFT
SECRETARY,N,F,35,CONVERTED
POLICE,Y,M,27,AUTHORIZED
NURSING,N,F,31,CONVERTED
PHYSIOTHERAPY,N,F,29,DRAFT
SECURITYFORCE,Y,F,45,AUTHORIZED
NURSING,N,F,35,DRAFT
CIVILSERVANT,N,F,54,DRAFT
NURSING,N,F,35,AUTHORIZED
PHYSIOTHERAPY,N,F,29,AUTHORIZED
ACCOUNTSCLERK,N,M,35,AUTHORIZED
CIVILSERVANT,N,F,36,DRAFT
BANKING,N,M,32,DRAFT
SECRETARY,N,F,35,DRAFT
AGRICULTURIST,Y,M,65,DRAFT
SECURITYFORCE,Y,M,34,DRAFT
TEACHER,N,F,29,DRAFT
NURSING,N,F,31,DRAFT
CIVILSERVANT,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,53,DRAFT
TEACHER,N,M,31,AUTHORIZED
CIVILSERVANT,N,M,65,DRAFT
BANKING,N,F,38,CONVERTED
STUDENT,N,M,29,DRAFT
CATERER,Y,F,37,DRAFT
NURSING,N,F,34,DRAFT
HEALTHWORKER,N,F,32,DRAFT
SELFEMPLOYED,N,F,66,DRAFT
SOCIALWORKER,N,F,29,DRAFT
TEACHER,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,47,DRAFT
SALESREPRESENTATIVE,N,F,27,DRAFT
CASHIER,N,F,32,DRAFT
ACCOUNTANT,N,M,47,DRAFT
TEACHER,N,M,34,DRAFT
NURSING,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
NURSING,N,F,33,DRAFT
TRADER,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
CIVILSERVANT,N,F,50,CONVERTED
SECRETARY,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,58,DRAFT
NURSING,N,F,29,DRAFT
HEALTHWORKER,N,F,32,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,36,DRAFT
STUDENT,N,M,25,DRAFT
POLICE,Y,F,31,DRAFT
PHYSIOTHERAPY,N,M,50,DRAFT
SELFEMPLOYED,N,F,31,DRAFT
TEACHER,N,M,32,DRAFT
SHIPREPAIROFFICER,Y,M,52,DRAFT
CARPENTER,Y,M,43,DRAFT
ENGINEER,Y,M,41,DRAFT
TEACHER,N,M,58,CONVERTED
PHYSIOTHERAPY,N,M,49,DRAFT
NURSING,N,F,31,DRAFT
DRIVINGINSTRUCTOR,Y,M,48,DRAFT
TEACHER,N,M,43,DRAFT
TEACHER,N,M,29,AUTHORIZED
TEACHER,N,M,30,AUTHORIZED
NURSING,N,M,33,DRAFT
PHYSIOTHERAPY,N,F,39,DRAFT
BUSINESSMAN/WOMAN,N,M,62,DRAFT
SECURITYFORCE,Y,M,38,DRAFT
TEACHER,N,F,34,AUTHORIZED
NURSING,N,F,31,DRAFT
SALESREPRESENTATIVE,N,M,49,DRAFT
STUDENT,N,F,26,DRAFT
DRIVINGINSTRUCTOR,Y,F,37,DRAFT
BUSINESSMAN/WOMAN,N,M,36,DRAFT
POLICE,Y,M,47,AUTHORIZED
TEACHER,N,F,35,DRAFT
STUDENT,N,M,35,DRAFT
ACCOUNTSCLERK,N,M,44,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
CARPENTER,Y,M,37,DRAFT
TRADER,N,F,50,DRAFT
TRADER,N,F,36,DRAFT
SECRETARY,N,F,35,DRAFT
TEACHER,N,F,36,DRAFT
STUDENT,N,M,31,DRAFT
TEACHER,N,M,38,DRAFT
BUSINESSMAN/WOMAN,N,F,48,DRAFT
BUSINESSMAN/WOMAN,N,F,39,DRAFT
TEACHER,N,M,35,DRAFT
STUDENT,N,M,29,DRAFT
SALESREPRESENTATIVE,N,M,34,DRAFT
TEACHER,N,F,38,DRAFT
RECEPTIONIST,N,M,35,DRAFT
TEACHER,N,M,30,AUTHORIZED
SALESREPRESENTATIVE,N,M,36,DRAFT
TEACHER,N,M,44,DRAFT
NURSING,N,M,33,DRAFT
PUBLICSERVANT,N,M,42,DRAFT
NURSING,N,F,33,DRAFT
NURSING,N,F,28,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
ACCOUNTANT,N,M,35,DRAFT
STUDENT,N,M,33,DRAFT
BUSINESSMAN/WOMAN,N,F,29,DRAFT
TEACHER,N,M,38,CONVERTED
MARKETINGPERSONEL,N,M,39,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
TEACHER,N,M,37,DRAFT
STUDENT,N,F,37,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
FINANCEEXECUTIVE,N,M,37,AUTHORIZED
CLERK,N,M,42,DRAFT
AGRICULTURIST,Y,F,29,AUTHORIZED
NURSING,N,M,31,AUTHORIZED
TEACHER,N,M,34,DRAFT
NURSING,N,M,28,DRAFT
CLERK,N,F,36,AUTHORIZED
PHYSIOTHERAPY,N,M,34,DRAFT
PHYSIOTHERAPY,N,F,45,AUTHORIZED
HEALTHWORKER,N,F,28,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
SALESREPRESENTATIVE,N,F,26,DRAFT
TEACHER,N,M,31,DRAFT
BANKING,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
PHYSIOTHERAPY,N,F,42,DRAFT
TEACHER,N,M,33,DRAFT
TEACHER,N,M,42,DRAFT
BUSINESSMAN/WOMAN,N,M,43,DRAFT
TEACHER,N,F,34,DRAFT
TRADER,N,F,56,DRAFT
SECRETARY,N,M,32,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
BUSINESSMAN/WOMAN,N,F,29,DRAFT
TEACHER,N,M,33,DRAFT
TEACHER,N,M,32,DRAFT
ACCOUNTSCLERK,N,M,36,DRAFT
TEACHER,N,F,33,DRAFT
CIVILSERVANT,N,M,30,DRAFT
CASHIER,N,M,34,DRAFT
TEACHER,N,M,46,DRAFT
PASTORING,N,M,56,DRAFT
SECURITYFORCE,Y,M,32,DRAFT
NURSING,N,F,31,DRAFT
NURSING,N,F,42,DRAFT
ADMINISTRATOR,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,55,DRAFT
TEACHER,N,M,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,52,AUTHORIZED
ACCOUNTANT,N,F,43,AUTHORIZED
CIVILSERVANT,N,M,52,DRAFT
NURSING,N,M,35,DRAFT
MECHANIC,Y,M,27,DRAFT
TEACHER,N,M,31,AUTHORIZED
TEACHER,N,F,40,AUTHORIZED
TEACHER,N,M,43,AUTHORIZED
TEACHER,N,M,36,CONVERTED
PROJECTMANAGER,Y,F,31,DRAFT
ACCOUNTSCLERK,N,M,30,AUTHORIZED
SECRETARY,N,F,31,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
NURSING,N,F,33,DRAFT
TEACHER,N,F,45,DRAFT
HEALTHWORKER,N,F,62,CONVERTED
SALESREPRESENTATIVE,N,F,30,DRAFT
TEACHER,N,M,35,DRAFT
STEELBENDER,Y,M,39,DRAFT
TEACHER,N,F,28,DRAFT
SECRETARY,N,F,34,DRAFT
BUSINESSMAN/WOMAN,N,M,44,DRAFT
CUSTOMSOFFICER,Y,M,62,DRAFT
NURSING,N,F,28,DRAFT
ADMINISTRATOR,N,F,39,DRAFT
TEACHER,N,F,32,DRAFT
NURSING,N,F,32,AUTHORIZED
MARKETINGPERSONEL,N,M,30,DRAFT
TRADER,N,F,40,DRAFT
TEACHER,N,F,27,CONVERTED
TEACHER,N,M,37,DRAFT
ADMINISTRATOR,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
SECURITYFORCE,Y,F,36,DRAFT
STUDENT,N,F,28,DRAFT
DRIVINGINSTRUCTOR,Y,M,38,DRAFT
TEACHER,N,M,35,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,40,DRAFT
NURSING,N,F,40,DRAFT
SELFEMPLOYED,N,F,46,DRAFT
BANKING,N,F,33,DRAFT
ENGINEER,Y,M,45,DRAFT
TEACHER,N,M,32,DRAFT
BUSINESSMAN/WOMAN,N,F,40,DRAFT
BANKING,N,M,34,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
TRADER,N,F,34,DRAFT
STUDENT,N,F,28,DRAFT
CARPENTER,Y,M,44,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
BUSINESSMAN/WOMAN,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
DRIVINGINSTRUCTOR,Y,M,32,DRAFT
HEALTHWORKER,N,F,39,DRAFT
CASHIER,N,F,34,DRAFT
SHIPREPAIROFFICER,Y,F,37,DRAFT
TEACHER,N,M,42,DRAFT
STUDENT,N,F,28,DRAFT
PUBLICSERVANT,N,M,48,DRAFT
NURSING,N,F,54,DRAFT
LECTURER,N,M,41,DRAFT
SEAMSTRESS/TAILORING,N,F,37,DRAFT
TEACHER,N,M,35,DRAFT
TEACHER,N,M,65,DRAFT
TRADER,N,M,29,DRAFT
NURSING,N,F,33,DRAFT
TEACHER,N,F,49,DRAFT
RECEPTIONIST,N,F,37,DRAFT
LABTECHNICIAN,Y,M,52,DRAFT
HEALTHWORKER,N,M,32,DRAFT
NURSING,N,F,29,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
ADMINISTRATOR,N,F,31,DRAFT
NURSING,N,F,33,DRAFT
SELFEMPLOYED,N,M,32,DRAFT
PHYSIOTHERAPY,N,F,33,DRAFT
NURSING,N,M,35,DRAFT
TEACHER,N,M,34,DRAFT
PASTORING,N,M,46,DRAFT
TEACHER,N,F,33,DRAFT
SEAMSTRESS/TAILORING,N,M,41,DRAFT
SELFEMPLOYED,N,M,59,DRAFT
ACCOUNTANT,N,M,56,DRAFT
NURSING,N,F,32,DRAFT
NURSING,N,F,65,DRAFT
TEACHER,N,F,38,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
SECURITYFORCE,Y,M,65,DRAFT
ELECTRICIAN,Y,M,36,DRAFT
NURSING,N,F,28,DRAFT
NURSING,N,M,31,DRAFT
STUDENT,N,F,25,DRAFT
STUDENT,N,M,27,AUTHORIZED
NURSING,N,F,27,CONVERTED
ACCOUNTSCLERK,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,43,AUTHORIZED
STUDENT,N,M,44,DRAFT
TEACHER,N,F,29,DRAFT
TEACHER,N,F,33,DRAFT
TEACHER,N,F,26,DRAFT
NURSING,N,F,33,DRAFT
SELFEMPLOYED,N,M,38,DRAFT
NURSING,N,F,26,DRAFT
TEACHER,N,M,41,AUTHORIZED
PHYSIOTHERAPY,N,M,28,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,33,DRAFT
BANKING,N,F,29,DRAFT
BUILDINGCONTRACTOR,Y,M,37,DRAFT
BUSINESSMAN/WOMAN,N,M,28,DRAFT
BUSINESSMAN/WOMAN,N,M,38,DRAFT
PHYSIOTHERAPY,N,F,30,AUTHORIZED
PHYSIOTHERAPY,N,M,35,DRAFT
NURSING,N,F,33,DRAFT
ELECTRICIAN,Y,M,36,DRAFT
TEACHER,N,F,36,DRAFT
NURSING,N,M,35,DRAFT
ACCOUNTANT,N,M,33,AUTHORIZED
ACCOUNTSCLERK,N,F,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,49,DRAFT
TEACHER,N,M,28,DRAFT
SELFEMPLOYED,N,M,40,DRAFT
PHYSIOTHERAPY,N,M,48,DRAFT
TYPIST,N,M,33,DRAFT
BANKING,N,M,31,DRAFT
PHYSIOTHERAPY,N,F,37,DRAFT
TEACHER,N,F,37,DRAFT
TEACHER,N,M,34,DRAFT
TRADER,N,M,40,DRAFT
SALESREPRESENTATIVE,N,M,28,DRAFT
NURSING,N,M,40,DRAFT
TRADER,N,M,40,DRAFT
SALESREPRESENTATIVE,N,F,35,DRAFT
NURSING,N,M,36,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
BUSINESSMAN/WOMAN,N,M,37,DRAFT
TEACHER,N,M,39,DRAFT
TEACHER,N,F,36,DRAFT
TRADER,N,F,44,DRAFT
CARPENTER,Y,M,55,DRAFT
PHYSIOTHERAPY,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
NURSING,N,M,35,DRAFT
TEACHER,N,F,35,DRAFT
TEACHER,N,F,34,DRAFT
PHYSIOTHERAPY,N,F,30,DRAFT
NURSING,N,F,33,CONVERTED
PRISONSOFFICER,Y,M,39,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
RESEARCHER,N,M,39,DRAFT
PHYSIOTHERAPY,N,M,45,DRAFT
CARPENTER,Y,M,43,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,37,DRAFT
TEACHER,N,M,43,DRAFT
ACCOUNTANT,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
NURSING,N,F,34,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
TEACHER,N,F,30,DRAFT
ADMINISTRATOR,N,F,28,DRAFT
SECURITYFORCE,Y,M,55,DRAFT
SHIPREPAIROFFICER,Y,M,52,AUTHORIZED
NURSING,N,M,27,DRAFT
TEACHER,N,M,31,DRAFT
SECURITYFORCE,Y,M,27,DRAFT
ACCOUNTANT,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,44,DRAFT
TRADER,N,F,40,DRAFT
ELECTRICIAN,Y,M,37,DRAFT
SALESREPRESENTATIVE,N,F,30,DRAFT
NURSING,N,F,30,DRAFT
ACCOUNTANT,N,F,29,DRAFT
CASHIER,N,M,29,DRAFT
ENGINEER,Y,M,32,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
CATERER,Y,F,35,DRAFT
BANKING,N,M,38,DRAFT
NURSING,N,F,34,DRAFT
MECHANIC,Y,M,34,DRAFT
SECURITYFORCE,Y,M,61,DRAFT
OTHER,N,M,36,DRAFT
STOREKEEPING,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,50,DRAFT
SECURITYFORCE,Y,M,45,DRAFT
PRISONSOFFICER,Y,M,31,DRAFT
BANKING,N,F,52,DRAFT
SELFEMPLOYED,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
SALESREPRESENTATIVE,N,M,33,DRAFT
PASTORING,N,M,42,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
STUDENT,N,F,31,DRAFT
ACCOUNTANT,N,M,38,DRAFT
LABTECHNICIAN,Y,M,25,DRAFT
SECURITYFORCE,Y,M,27,DRAFT
SELFEMPLOYED,N,F,42,DRAFT
CLEANER,N,F,45,CONVERTED
ELECTRICIAN,Y,M,52,DRAFT
COOK,Y,F,40,DRAFT
TRADER,N,F,38,DRAFT
SECURITYFORCE,Y,M,64,DRAFT
SELFEMPLOYED,N,F,48,DRAFT
TEACHER,N,F,36,DRAFT
CONSTRUCTIONCOMPANY,Y,M,29,DRAFT
TRADER,N,F,47,DRAFT
SELFEMPLOYED,N,F,41,DRAFT
TEACHER,N,F,32,DRAFT
FIREOFFICER,Y,F,30,DRAFT
TRADINGCOMPANY,Y,M,32,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,48,DRAFT
RECORDSOFFICER,N,M,34,DRAFT
NURSING,N,F,54,DRAFT
AUDITOR,N,F,37,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
PHYSIOTHERAPY,N,F,29,DRAFT
SECURITYFORCE,Y,F,37,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
SEAMSTRESS/TAILORING,N,F,40,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
SALESREPRESENTATIVE,N,F,29,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
ELECTRICIAN,Y,M,33,DRAFT
SECURITYFORCE,Y,F,37,DRAFT
SELFEMPLOYED,N,M,32,CONVERTED
SELFEMPLOYED,N,F,35,DRAFT
DRIVINGINSTRUCTOR,Y,M,38,DRAFT
RECEPTIONIST,N,F,31,DRAFT
SECRETARY,N,F,29,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
SECRETARY,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
BUSINESSMAN/WOMAN,N,F,58,DRAFT
MEDIA&COMMUNICATION,N,M,39,DRAFT
SECURITYFORCE,Y,F,37,DRAFT
ELECTRICIAN,Y,M,51,DRAFT
NURSING,N,F,33,DRAFT
BUSINESSMAN/WOMAN,N,F,43,DRAFT
NURSING,N,F,37,DRAFT
FIREOFFICER,Y,M,43,DRAFT
SELFEMPLOYED,N,M,31,DRAFT
TEACHER,N,F,32,DRAFT
NURSING,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
FASHIONDESIGNER,N,M,36,DRAFT
TEACHER,N,F,32,AUTHORIZED
ENGINEER,Y,M,38,DRAFT
BUSINESSMAN/WOMAN,N,M,40,DRAFT
ENGINEER,Y,M,37,AUTHORIZED
RECEPTIONIST,N,F,29,DRAFT
STUDENT,N,F,30,CONVERTED
PHYSIOTHERAPY,N,M,35,DRAFT
ENGINEER,Y,M,24,DRAFT
NURSING,N,F,27,DRAFT
TEACHER,N,F,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,40,AUTHORIZED
TEACHER,N,M,38,DRAFT
HEALTHWORKER,N,M,30,DRAFT
SELFEMPLOYED,N,M,37,DRAFT
ACCOUNTANT,N,F,31,DRAFT
POLICE,Y,F,36,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
POLICE,Y,M,37,DRAFT
CLERK,N,F,51,DRAFT
TEACHER,N,M,39,DRAFT
TEACHER,N,M,36,DRAFT
FIREOFFICER,Y,F,37,DRAFT
NURSING,N,F,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,50,DRAFT
NURSING,N,F,34,DRAFT
HEALTHWORKER,N,F,38,DRAFT
NURSING,N,M,33,DRAFT
HEALTHWORKER,N,M,37,DRAFT
TEACHER,N,F,32,DRAFT
NURSING,N,M,37,DRAFT
SECRETARY,N,F,32,DRAFT
IMMIGRATIONOFFICER,Y,F,39,DRAFT
HEALTHWORKER,N,F,35,DRAFT
NURSING,N,F,33,DRAFT
STOREKEEPING,N,F,33,DRAFT
STUDENT,N,M,46,DRAFT
SHIPREPAIROFFICER,Y,F,33,DRAFT
SELFEMPLOYED,N,F,54,DRAFT
TEACHER,N,F,37,DRAFT
NURSING,N,F,30,DRAFT
SHIPREPAIROFFICER,Y,F,35,DRAFT
HEALTHWORKER,N,M,35,DRAFT
NURSING,N,F,33,DRAFT
NURSING,N,M,34,DRAFT
BANKING,N,F,39,DRAFT
NURSING,N,F,33,CONVERTED
NURSING,N,F,27,DRAFT
NURSING,N,F,41,DRAFT
INSURER,N,M,34,DRAFT
MARKETINGPERSONEL,N,M,35,DRAFT
NURSING,N,F,37,DRAFT
NURSING,N,F,38,DRAFT
STUDENT,N,F,38,DRAFT
NURSING,N,F,30,DRAFT
ADMINISTRATOR,N,F,33,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
TEACHER,N,F,29,AUTHORIZED
TRADER,N,F,58,AUTHORIZED
TEACHER,N,F,29,AUTHORIZED
TEACHER,N,M,38,DRAFT
SHIPREPAIROFFICER,Y,M,50,DRAFT
FORESTRY,N,M,45,DRAFT
STUDENT,N,F,26,DRAFT
LABTECHNICIAN,Y,F,31,DRAFT
NURSING,N,F,28,AUTHORIZED
HEALTHWORKER,N,M,33,AUTHORIZED
TEACHER,N,F,30,DRAFT
NURSING,N,M,28,AUTHORIZED
STUDENT,N,M,24,DRAFT
MARKETINGPERSONEL,N,M,33,DRAFT
STUDENT,N,F,28,DRAFT
NURSING,N,F,37,CONVERTED
BUSINESSMAN/WOMAN,N,F,55,DRAFT
BANKING,N,M,35,DRAFT
RECORDSOFFICER,N,F,30,AUTHORIZED
ENGINEER,Y,M,37,DRAFT
BANKING,N,F,34,DRAFT
NURSING,N,M,27,DRAFT
NURSING,N,F,28,DRAFT
TEACHER,N,M,29,DRAFT
SECURITYFORCE,Y,M,60,DRAFT
TRADER,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
TEACHER,N,F,28,DRAFT
TEACHER,N,M,34,DRAFT
POLICE,Y,M,38,DRAFT
SELFEMPLOYED,N,F,57,CONVERTED
PHYSIOTHERAPY,N,F,32,AUTHORIZED
NURSING,N,F,38,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
STUDENT,N,M,31,DRAFT
NURSING,N,M,40,DRAFT
ENGINEER,Y,M,31,DRAFT
TEACHER,N,M,34,DRAFT
HEALTHWORKER,N,M,34,DRAFT
BUSINESSMAN/WOMAN,N,F,36,DRAFT
TEACHER,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
NURSING,N,F,27,DRAFT
NURSING,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
TEACHER,N,F,31,DRAFT
NURSING,N,F,26,CONVERTED
NURSING,N,M,29,DRAFT
PHYSIOTHERAPY,N,F,44,DRAFT
TEACHER,N,F,29,DRAFT
LABTECHNICIAN,Y,M,32,DRAFT
NURSING,N,F,31,DRAFT
NURSING,N,F,34,CONVERTED
STUDENT,N,F,27,DRAFT
NURSING,N,F,31,DRAFT
SALESREPRESENTATIVE,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
BANKING,N,M,40,DRAFT
PHYSIOTHERAPY,N,M,47,DRAFT
PHYSIOTHERAPY,N,M,27,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
SECRETARY,N,M,43,DRAFT
DRIVINGINSTRUCTOR,Y,M,47,DRAFT
DRIVINGINSTRUCTOR,Y,M,52,DRAFT
BUSINESSMAN/WOMAN,N,F,36,DRAFT
NURSING,N,M,26,DRAFT
TEACHER,N,F,35,DRAFT
TEACHER,N,M,34,DRAFT
PHYSIOTHERAPY,N,M,57,DRAFT
SECRETARY,N,F,31,DRAFT
NURSING,N,F,32,DRAFT
NURSING,N,F,42,DRAFT
NURSING,N,F,32,DRAFT
NURSING,N,F,29,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
JOURNALIST,Y,M,39,DRAFT
TEACHER,N,F,40,DRAFT
POLICE,Y,F,39,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
SALESREPRESENTATIVE,N,M,41,DRAFT
PHYSIOTHERAPY,N,F,30,DRAFT
SECURITYFORCE,Y,M,28,DRAFT
TEACHER,N,F,28,DRAFT
TEACHER,N,F,39,DRAFT
PRISONOFFICER,Y,F,31,CONVERTED
BUSINESSMAN/WOMAN,N,M,28,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
TEACHER,N,F,37,DRAFT
NURSING,N,F,53,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
PHYSIOTHERAPY,N,F,30,DRAFT
ACCOUNTANT,N,F,38,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
NURSING,N,F,34,DRAFT
HEALTHWORKER,N,F,32,DRAFT
TEACHER,N,M,34,DRAFT
TEACHER,N,F,33,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,50,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
TRADER,N,F,48,DRAFT
BUSINESSMAN/WOMAN,N,F,33,DRAFT
NURSING,N,F,39,DRAFT
NURSING,N,F,33,CONVERTED
PHYSIOTHERAPY,N,M,36,DRAFT
ACCOUNTANT,N,M,32,DRAFT
NURSING,N,F,30,DRAFT
ACCOUNTANT,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
MECHANIC,Y,M,40,DRAFT
MANAGINGDIRECTOR,N,M,32,DRAFT
DOCTOR,N,F,35,DRAFT
TRADER,N,M,36,DRAFT
ACCOUNTSCLERK,N,M,37,DRAFT
SEAMSTRESS/TAILORING,N,F,34,DRAFT
TEACHER,N,F,50,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
NURSING,N,F,37,DRAFT
CUSTOMERSERVICEOFFICER,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,57,DRAFT
BANKING,N,F,40,DRAFT
TEACHER,N,F,40,DRAFT
STUDENT,N,F,33,DRAFT
SHIPREPAIROFFICER,Y,M,52,DRAFT
PHYSIOTHERAPY,N,F,53,DRAFT
NURSING,N,F,31,DRAFT
NURSING,N,F,33,DRAFT
ACCOUNTSCLERK,N,F,35,DRAFT
TEACHER,N,M,40,DRAFT
SECRETARY,N,F,33,DRAFT
BUSINESSMAN/WOMAN,N,F,31,DRAFT
LABTECHNICIAN,Y,M,37,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
SECURITYFORCE,Y,F,29,DRAFT
SECURITYFORCE,Y,F,39,DRAFT
FIREOFFICER,Y,M,30,AUTHORIZED
TEACHER,N,M,34,DRAFT
FACTORYWORKER,Y,M,33,DRAFT
NURSING,N,F,39,DRAFT
DRIVINGINSTRUCTOR,Y,M,32,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
POLICE,Y,F,27,DRAFT
FACTORYWORKER,Y,M,28,DRAFT
PHYSIOTHERAPY,N,M,27,DRAFT
FACTORYWORKER,Y,M,32,DRAFT
BUSINESSMAN/WOMAN,N,F,42,DRAFT
ACCOUNTANT,N,M,28,DRAFT
ADMINISTRATOR,N,M,36,DRAFT
SECURITYFORCE,Y,F,34,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,33,DRAFT
MASON,Y,M,50,DRAFT
POLICE,Y,M,30,DRAFT
NURSING,N,F,38,AUTHORIZED
NURSING,N,F,33,DRAFT
PHYSIOTHERAPY,N,M,26,DRAFT
CUSTOMERSERVICEOFFICER,N,M,31,DRAFT
