OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
JOURNALIST,Y,M,51,REJECTED
TEACHER,N,M,43,REJECTED
STUDENT,N,M,28,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
MECHANIC,Y,M,43,REJECTED
STOREKEEPING,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
NURSING,N,M,31,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
ENGINEER,Y,M,37,REJECTED
ACCOUNTSCLERK,N,M,36,REJECTED
SALESREPRESENTATIVE,N,M,39,REJECTED
PHYSIOTHERAPY,N,F,34,REJECTED
BANKING,N,F,41,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
TEACHER,N,F,34,REJECTED
TRADER,N,M,38,REJECTED
OTHER,N,M,31,REJECTED
ENGINEER,Y,M,34,REJECTED
NURSING,N,M,41,REJECTED
TEACHER,N,F,28,REJECTED
ARCHITECT,N,M,35,REJECTED
NURSING,N,F,36,REJECTED
NURSING,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
ACCOUNTSCLERK,N,M,34,REJECTED
TEACHER,N,F,34,REJECTED
ENGINEER,Y,M,44,REJECTED
TEACHER,N,M,32,REJECTED
NURSING,N,M,33,AUTHORIZED
POLICE,Y,M,32,AUTHORIZED
PUBLICSERVANT,N,F,43,REJECTED
ACCOUNTSCLERK,N,F,41,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
PHYSIOTHERAPY,N,F,40,REJECTED
TRADER,N,M,45,REJECTED
NURSING,N,F,34,REJECTED
TEACHER,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
TRADER,N,F,35,REJECTED
BUSINESSMAN/WOMAN,N,M,47,REJECTED
CARPENTER,Y,M,54,REJECTED
SECRETARY,N,F,35,CONVERTED
POLICE,Y,M,27,AUTHORIZED
NURSING,N,F,31,CONVERTED
PHYSIOTHERAPY,N,F,29,REJECTED
SECURITYFORCE,Y,F,45,AUTHORIZED
NURSING,N,F,35,REJECTED
CIVILSERVANT,N,F,54,REJECTED
NURSING,N,F,35,AUTHORIZED
PHYSIOTHERAPY,N,F,29,AUTHORIZED
ACCOUNTSCLERK,N,M,35,AUTHORIZED
CIVILSERVANT,N,F,36,REJECTED
BANKING,N,M,32,REJECTED
SECRETARY,N,F,35,REJECTED
AGRICULTURIST,Y,M,65,REJECTED
SECURITYFORCE,Y,M,34,REJECTED
TEACHER,N,F,29,REJECTED
NURSING,N,F,31,REJECTED
CIVILSERVANT,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,53,REJECTED
TEACHER,N,M,31,AUTHORIZED
CIVILSERVANT,N,M,65,REJECTED
BANKING,N,F,38,CONVERTED
STUDENT,N,M,29,REJECTED
CATERER,Y,F,37,REJECTED
NURSING,N,F,34,REJECTED
HEALTHWORKER,N,F,32,REJECTED
SELFEMPLOYED,N,F,66,REJECTED
SOCIALWORKER,N,F,29,REJECTED
TEACHER,N,F,32,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
SALESREPRESENTATIVE,N,F,27,REJECTED
CASHIER,N,F,32,REJECTED
ACCOUNTANT,N,M,47,REJECTED
TEACHER,N,M,34,REJECTED
NURSING,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
NURSING,N,F,33,REJECTED
TRADER,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
CIVILSERVANT,N,F,50,CONVERTED
SECRETARY,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,58,REJECTED
NURSING,N,F,29,REJECTED
HEALTHWORKER,N,F,32,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,36,REJECTED
STUDENT,N,M,25,REJECTED
POLICE,Y,F,31,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
SELFEMPLOYED,N,F,31,REJECTED
TEACHER,N,M,32,REJECTED
SHIPREPAIROFFICER,Y,M,52,REJECTED
CARPENTER,Y,M,43,REJECTED
ENGINEER,Y,M,41,REJECTED
TEACHER,N,M,58,CONVERTED
PHYSIOTHERAPY,N,M,49,REJECTED
NURSING,N,F,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,48,REJECTED
TEACHER,N,M,43,REJECTED
TEACHER,N,M,29,AUTHORIZED
TEACHER,N,M,30,AUTHORIZED
NURSING,N,M,33,REJECTED
PHYSIOTHERAPY,N,F,39,REJECTED
BUSINESSMAN/WOMAN,N,M,62,REJECTED
SECURITYFORCE,Y,M,38,REJECTED
TEACHER,N,F,34,AUTHORIZED
NURSING,N,F,31,REJECTED
SALESREPRESENTATIVE,N,M,49,REJECTED
STUDENT,N,F,26,REJECTED
DRIVINGINSTRUCTOR,Y,F,37,REJECTED
BUSINESSMAN/WOMAN,N,M,36,REJECTED
POLICE,Y,M,47,AUTHORIZED
TEACHER,N,F,35,REJECTED
STUDENT,N,M,35,REJECTED
ACCOUNTSCLERK,N,M,44,REJECTED
DRIVINGINSTRUCTOR,Y,M,41,REJECTED
CARPENTER,Y,M,37,REJECTED
TRADER,N,F,50,REJECTED
TRADER,N,F,36,REJECTED
SECRETARY,N,F,35,REJECTED
TEACHER,N,F,36,REJECTED
STUDENT,N,M,31,REJECTED
TEACHER,N,M,38,REJECTED
BUSINESSMAN/WOMAN,N,F,48,REJECTED
BUSINESSMAN/WOMAN,N,F,39,REJECTED
TEACHER,N,M,35,REJECTED
STUDENT,N,M,29,REJECTED
SALESREPRESENTATIVE,N,M,34,REJECTED
TEACHER,N,F,38,REJECTED
RECEPTIONIST,N,M,35,REJECTED
TEACHER,N,M,30,AUTHORIZED
SALESREPRESENTATIVE,N,M,36,REJECTED
TEACHER,N,M,44,REJECTED
NURSING,N,M,33,REJECTED
PUBLICSERVANT,N,M,42,REJECTED
NURSING,N,F,33,REJECTED
NURSING,N,F,28,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
ACCOUNTANT,N,M,35,REJECTED
STUDENT,N,M,33,REJECTED
BUSINESSMAN/WOMAN,N,F,29,REJECTED
TEACHER,N,M,38,CONVERTED
MARKETINGPERSONEL,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
TEACHER,N,M,37,REJECTED
STUDENT,N,F,37,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
FINANCEEXECUTIVE,N,M,37,AUTHORIZED
CLERK,N,M,42,REJECTED
AGRICULTURIST,Y,F,29,AUTHORIZED
NURSING,N,M,31,AUTHORIZED
TEACHER,N,M,34,REJECTED
NURSING,N,M,28,REJECTED
CLERK,N,F,36,AUTHORIZED
PHYSIOTHERAPY,N,M,34,REJECTED
PHYSIOTHERAPY,N,F,45,AUTHORIZED
HEALTHWORKER,N,F,28,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
SALESREPRESENTATIVE,N,F,26,REJECTED
TEACHER,N,M,31,REJECTED
BANKING,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
PHYSIOTHERAPY,N,F,42,REJECTED
TEACHER,N,M,33,REJECTED
TEACHER,N,M,42,REJECTED
BUSINESSMAN/WOMAN,N,M,43,REJECTED
TEACHER,N,F,34,REJECTED
TRADER,N,F,56,REJECTED
SECRETARY,N,M,32,REJECTED
DRIVINGINSTRUCTOR,Y,M,41,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
BUSINESSMAN/WOMAN,N,F,29,REJECTED
TEACHER,N,M,33,REJECTED
TEACHER,N,M,32,REJECTED
ACCOUNTSCLERK,N,M,36,REJECTED
TEACHER,N,F,33,REJECTED
CIVILSERVANT,N,M,30,REJECTED
CASHIER,N,M,34,REJECTED
TEACHER,N,M,46,REJECTED
PASTORING,N,M,56,REJECTED
SECURITYFORCE,Y,M,32,REJECTED
NURSING,N,F,31,REJECTED
NURSING,N,F,42,REJECTED
ADMINISTRATOR,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,55,REJECTED
TEACHER,N,M,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,52,AUTHORIZED
ACCOUNTANT,N,F,43,AUTHORIZED
CIVILSERVANT,N,M,52,REJECTED
NURSING,N,M,35,REJECTED
MECHANIC,Y,M,27,REJECTED
TEACHER,N,M,31,AUTHORIZED
TEACHER,N,F,40,AUTHORIZED
TEACHER,N,M,43,AUTHORIZED
TEACHER,N,M,36,CONVERTED
PROJECTMANAGER,Y,F,31,REJECTED
ACCOUNTSCLERK,N,M,30,AUTHORIZED
SECRETARY,N,F,31,REJECTED
SECURITYFORCE,Y,M,33,REJECTED
NURSING,N,F,33,REJECTED
TEACHER,N,F,45,REJECTED
HEALTHWORKER,N,F,62,CONVERTED
SALESREPRESENTATIVE,N,F,30,REJECTED
TEACHER,N,M,35,REJECTED
STEELBENDER,Y,M,39,REJECTED
TEACHER,N,F,28,REJECTED
SECRETARY,N,F,34,REJECTED
BUSINESSMAN/WOMAN,N,M,44,REJECTED
CUSTOMSOFFICER,Y,M,62,REJECTED
NURSING,N,F,28,REJECTED
ADMINISTRATOR,N,F,39,REJECTED
TEACHER,N,F,32,REJECTED
NURSING,N,F,32,AUTHORIZED
MARKETINGPERSONEL,N,M,30,REJECTED
TRADER,N,F,40,REJECTED
TEACHER,N,F,27,CONVERTED
TEACHER,N,M,37,REJECTED
ADMINISTRATOR,N,F,32,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
SECURITYFORCE,Y,F,36,REJECTED
STUDENT,N,F,28,REJECTED
DRIVINGINSTRUCTOR,Y,M,38,REJECTED
TEACHER,N,M,35,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,40,REJECTED
NURSING,N,F,40,REJECTED
SELFEMPLOYED,N,F,46,REJECTED
BANKING,N,F,33,REJECTED
ENGINEER,Y,M,45,REJECTED
TEACHER,N,M,32,REJECTED
BUSINESSMAN/WOMAN,N,F,40,REJECTED
BANKING,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
TRADER,N,F,34,REJECTED
STUDENT,N,F,28,REJECTED
CARPENTER,Y,M,44,REJECTED
DRIVINGINSTRUCTOR,Y,M,41,REJECTED
BUSINESSMAN/WOMAN,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
DRIVINGINSTRUCTOR,Y,M,32,REJECTED
HEALTHWORKER,N,F,39,REJECTED
CASHIER,N,F,34,REJECTED
SHIPREPAIROFFICER,Y,F,37,REJECTED
TEACHER,N,M,42,REJECTED
STUDENT,N,F,28,REJECTED
PUBLICSERVANT,N,M,48,REJECTED
NURSING,N,F,54,REJECTED
LECTURER,N,M,41,REJECTED
SEAMSTRESS/TAILORING,N,F,37,REJECTED
TEACHER,N,M,35,REJECTED
TEACHER,N,M,65,REJECTED
TRADER,N,M,29,REJECTED
NURSING,N,F,33,REJECTED
TEACHER,N,F,49,REJECTED
RECEPTIONIST,N,F,37,REJECTED
LABTECHNICIAN,Y,M,52,REJECTED
HEALTHWORKER,N,M,32,REJECTED
NURSING,N,F,29,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
ADMINISTRATOR,N,F,31,REJECTED
NURSING,N,F,33,REJECTED
SELFEMPLOYED,N,M,32,REJECTED
PHYSIOTHERAPY,N,F,33,REJECTED
NURSING,N,M,35,REJECTED
TEACHER,N,M,34,REJECTED
PASTORING,N,M,46,REJECTED
TEACHER,N,F,33,REJECTED
SEAMSTRESS/TAILORING,N,M,41,REJECTED
SELFEMPLOYED,N,M,59,REJECTED
ACCOUNTANT,N,M,56,REJECTED
NURSING,N,F,32,REJECTED
NURSING,N,F,65,REJECTED
TEACHER,N,F,38,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
SECURITYFORCE,Y,M,65,REJECTED
ELECTRICIAN,Y,M,36,REJECTED
NURSING,N,F,28,REJECTED
NURSING,N,M,31,REJECTED
STUDENT,N,F,25,REJECTED
STUDENT,N,M,27,AUTHORIZED
NURSING,N,F,27,CONVERTED
ACCOUNTSCLERK,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,43,AUTHORIZED
STUDENT,N,M,44,REJECTED
TEACHER,N,F,29,REJECTED
TEACHER,N,F,33,REJECTED
TEACHER,N,F,26,REJECTED
NURSING,N,F,33,REJECTED
SELFEMPLOYED,N,M,38,REJECTED
NURSING,N,F,26,REJECTED
TEACHER,N,M,41,AUTHORIZED
PHYSIOTHERAPY,N,M,28,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,33,REJECTED
BANKING,N,F,29,REJECTED
BUILDINGCONTRACTOR,Y,M,37,REJECTED
BUSINESSMAN/WOMAN,N,M,28,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
PHYSIOTHERAPY,N,F,30,AUTHORIZED
PHYSIOTHERAPY,N,M,35,REJECTED
NURSING,N,F,33,REJECTED
ELECTRICIAN,Y,M,36,REJECTED
TEACHER,N,F,36,REJECTED
NURSING,N,M,35,REJECTED
ACCOUNTANT,N,M,33,AUTHORIZED
ACCOUNTSCLERK,N,F,33,REJECTED
DRIVINGINSTRUCTOR,Y,M,49,REJECTED
TEACHER,N,M,28,REJECTED
SELFEMPLOYED,N,M,40,REJECTED
PHYSIOTHERAPY,N,M,48,REJECTED
TYPIST,N,M,33,REJECTED
BANKING,N,M,31,REJECTED
PHYSIOTHERAPY,N,F,37,REJECTED
TEACHER,N,F,37,REJECTED
TEACHER,N,M,34,REJECTED
TRADER,N,M,40,REJECTED
SALESREPRESENTATIVE,N,M,28,REJECTED
NURSING,N,M,40,REJECTED
TRADER,N,M,40,REJECTED
SALESREPRESENTATIVE,N,F,35,REJECTED
NURSING,N,M,36,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
BUSINESSMAN/WOMAN,N,M,37,REJECTED
TEACHER,N,M,39,REJECTED
TEACHER,N,F,36,REJECTED
TRADER,N,F,44,REJECTED
CARPENTER,Y,M,55,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
NURSING,N,M,35,REJECTED
TEACHER,N,F,35,REJECTED
TEACHER,N,F,34,REJECTED
PHYSIOTHERAPY,N,F,30,REJECTED
NURSING,N,F,33,CONVERTED
PRISONSOFFICER,Y,M,39,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
RESEARCHER,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
CARPENTER,Y,M,43,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,37,REJECTED
TEACHER,N,M,43,REJECTED
ACCOUNTANT,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
NURSING,N,F,34,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
TEACHER,N,F,30,REJECTED
ADMINISTRATOR,N,F,28,REJECTED
SECURITYFORCE,Y,M,55,REJECTED
SHIPREPAIROFFICER,Y,M,52,AUTHORIZED
NURSING,N,M,27,REJECTED
TEACHER,N,M,31,REJECTED
SECURITYFORCE,Y,M,27,REJECTED
ACCOUNTANT,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,44,REJECTED
TRADER,N,F,40,REJECTED
ELECTRICIAN,Y,M,37,REJECTED
SALESREPRESENTATIVE,N,F,30,REJECTED
NURSING,N,F,30,REJECTED
ACCOUNTANT,N,F,29,REJECTED
CASHIER,N,M,29,REJECTED
ENGINEER,Y,M,32,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
CATERER,Y,F,35,REJECTED
BANKING,N,M,38,REJECTED
NURSING,N,F,34,REJECTED
MECHANIC,Y,M,34,REJECTED
SECURITYFORCE,Y,M,61,REJECTED
OTHER,N,M,36,REJECTED
STOREKEEPING,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
SECURITYFORCE,Y,M,45,REJECTED
PRISONSOFFICER,Y,M,31,REJECTED
BANKING,N,F,52,REJECTED
SELFEMPLOYED,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
PASTORING,N,M,42,REJECTED
SECURITYFORCE,Y,M,33,REJECTED
STUDENT,N,F,31,REJECTED
ACCOUNTANT,N,M,38,REJECTED
LABTECHNICIAN,Y,M,25,REJECTED
SECURITYFORCE,Y,M,27,REJECTED
SELFEMPLOYED,N,F,42,REJECTED
CLEANER,N,F,45,CONVERTED
ELECTRICIAN,Y,M,52,REJECTED
COOK,Y,F,40,REJECTED
TRADER,N,F,38,REJECTED
SECURITYFORCE,Y,M,64,REJECTED
SELFEMPLOYED,N,F,48,REJECTED
TEACHER,N,F,36,REJECTED
CONSTRUCTIONCOMPANY,Y,M,29,REJECTED
TRADER,N,F,47,REJECTED
SELFEMPLOYED,N,F,41,REJECTED
TEACHER,N,F,32,REJECTED
FIREOFFICER,Y,F,30,REJECTED
TRADINGCOMPANY,Y,M,32,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
DRIVINGINSTRUCTOR,Y,M,48,REJECTED
RECORDSOFFICER,N,M,34,REJECTED
NURSING,N,F,54,REJECTED
AUDITOR,N,F,37,REJECTED
TEACHER,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
PHYSIOTHERAPY,N,F,29,REJECTED
SECURITYFORCE,Y,F,37,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
SEAMSTRESS/TAILORING,N,F,40,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
SALESREPRESENTATIVE,N,F,29,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
ELECTRICIAN,Y,M,33,REJECTED
SECURITYFORCE,Y,F,37,REJECTED
SELFEMPLOYED,N,M,32,CONVERTED
SELFEMPLOYED,N,F,35,REJECTED
DRIVINGINSTRUCTOR,Y,M,38,REJECTED
RECEPTIONIST,N,F,31,REJECTED
SECRETARY,N,F,29,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
SECRETARY,N,F,36,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
BUSINESSMAN/WOMAN,N,F,58,REJECTED
MEDIA&COMMUNICATION,N,M,39,REJECTED
SECURITYFORCE,Y,F,37,REJECTED
ELECTRICIAN,Y,M,51,REJECTED
NURSING,N,F,33,REJECTED
BUSINESSMAN/WOMAN,N,F,43,REJECTED
NURSING,N,F,37,REJECTED
FIREOFFICER,Y,M,43,REJECTED
SELFEMPLOYED,N,M,31,REJECTED
TEACHER,N,F,32,REJECTED
NURSING,N,F,31,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
FASHIONDESIGNER,N,M,36,REJECTED
TEACHER,N,F,32,AUTHORIZED
ENGINEER,Y,M,38,REJECTED
BUSINESSMAN/WOMAN,N,M,40,REJECTED
ENGINEER,Y,M,37,AUTHORIZED
RECEPTIONIST,N,F,29,REJECTED
STUDENT,N,F,30,CONVERTED
PHYSIOTHERAPY,N,M,35,REJECTED
ENGINEER,Y,M,24,REJECTED
NURSING,N,F,27,REJECTED
TEACHER,N,F,33,REJECTED
DRIVINGINSTRUCTOR,Y,M,40,AUTHORIZED
TEACHER,N,M,38,REJECTED
HEALTHWORKER,N,M,30,REJECTED
SELFEMPLOYED,N,M,37,REJECTED
ACCOUNTANT,N,F,31,REJECTED
POLICE,Y,F,36,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
POLICE,Y,M,37,REJECTED
CLERK,N,F,51,REJECTED
TEACHER,N,M,39,REJECTED
TEACHER,N,M,36,REJECTED
FIREOFFICER,Y,F,37,REJECTED
NURSING,N,F,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,50,REJECTED
NURSING,N,F,34,REJECTED
HEALTHWORKER,N,F,38,REJECTED
NURSING,N,M,33,REJECTED
HEALTHWORKER,N,M,37,REJECTED
TEACHER,N,F,32,REJECTED
NURSING,N,M,37,REJECTED
SECRETARY,N,F,32,REJECTED
IMMIGRATIONOFFICER,Y,F,39,REJECTED
HEALTHWORKER,N,F,35,REJECTED
NURSING,N,F,33,REJECTED
STOREKEEPING,N,F,33,REJECTED
STUDENT,N,M,46,REJECTED
SHIPREPAIROFFICER,Y,F,33,REJECTED
SELFEMPLOYED,N,F,54,REJECTED
TEACHER,N,F,37,REJECTED
NURSING,N,F,30,REJECTED
SHIPREPAIROFFICER,Y,F,35,REJECTED
HEALTHWORKER,N,M,35,REJECTED
NURSING,N,F,33,REJECTED
NURSING,N,M,34,REJECTED
BANKING,N,F,39,REJECTED
NURSING,N,F,33,CONVERTED
NURSING,N,F,27,REJECTED
NURSING,N,F,41,REJECTED
INSURER,N,M,34,REJECTED
MARKETINGPERSONEL,N,M,35,REJECTED
NURSING,N,F,37,REJECTED
NURSING,N,F,38,REJECTED
STUDENT,N,F,38,REJECTED
NURSING,N,F,30,REJECTED
ADMINISTRATOR,N,F,33,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
TEACHER,N,F,29,AUTHORIZED
TRADER,N,F,58,AUTHORIZED
TEACHER,N,F,29,AUTHORIZED
TEACHER,N,M,38,REJECTED
SHIPREPAIROFFICER,Y,M,50,REJECTED
FORESTRY,N,M,45,REJECTED
STUDENT,N,F,26,REJECTED
LABTECHNICIAN,Y,F,31,REJECTED
NURSING,N,F,28,AUTHORIZED
HEALTHWORKER,N,M,33,AUTHORIZED
TEACHER,N,F,30,REJECTED
NURSING,N,M,28,AUTHORIZED
STUDENT,N,M,24,REJECTED
MARKETINGPERSONEL,N,M,33,REJECTED
STUDENT,N,F,28,REJECTED
NURSING,N,F,37,CONVERTED
BUSINESSMAN/WOMAN,N,F,55,REJECTED
BANKING,N,M,35,REJECTED
RECORDSOFFICER,N,F,30,AUTHORIZED
ENGINEER,Y,M,37,REJECTED
BANKING,N,F,34,REJECTED
NURSING,N,M,27,REJECTED
NURSING,N,F,28,REJECTED
TEACHER,N,M,29,REJECTED
SECURITYFORCE,Y,M,60,REJECTED
TRADER,N,F,36,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
TEACHER,N,F,28,REJECTED
TEACHER,N,M,34,REJECTED
POLICE,Y,M,38,REJECTED
SELFEMPLOYED,N,F,57,CONVERTED
PHYSIOTHERAPY,N,F,32,AUTHORIZED
NURSING,N,F,38,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
STUDENT,N,M,31,REJECTED
NURSING,N,M,40,REJECTED
ENGINEER,Y,M,31,REJECTED
TEACHER,N,M,34,REJECTED
HEALTHWORKER,N,M,34,REJECTED
BUSINESSMAN/WOMAN,N,F,36,REJECTED
TEACHER,N,M,30,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
NURSING,N,F,27,REJECTED
NURSING,N,F,31,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
TEACHER,N,F,31,REJECTED
NURSING,N,F,26,CONVERTED
NURSING,N,M,29,REJECTED
PHYSIOTHERAPY,N,F,44,REJECTED
TEACHER,N,F,29,REJECTED
LABTECHNICIAN,Y,M,32,REJECTED
NURSING,N,F,31,REJECTED
NURSING,N,F,34,CONVERTED
STUDENT,N,F,27,REJECTED
NURSING,N,F,31,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
BANKING,N,M,40,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
PHYSIOTHERAPY,N,M,27,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
SECRETARY,N,M,43,REJECTED
DRIVINGINSTRUCTOR,Y,M,47,REJECTED
DRIVINGINSTRUCTOR,Y,M,52,REJECTED
BUSINESSMAN/WOMAN,N,F,36,REJECTED
NURSING,N,M,26,REJECTED
TEACHER,N,F,35,REJECTED
TEACHER,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,57,REJECTED
SECRETARY,N,F,31,REJECTED
NURSING,N,F,32,REJECTED
NURSING,N,F,42,REJECTED
NURSING,N,F,32,REJECTED
NURSING,N,F,29,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
JOURNALIST,Y,M,39,REJECTED
TEACHER,N,F,40,REJECTED
POLICE,Y,F,39,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
SALESREPRESENTATIVE,N,M,41,REJECTED
PHYSIOTHERAPY,N,F,30,REJECTED
SECURITYFORCE,Y,M,28,REJECTED
TEACHER,N,F,28,REJECTED
TEACHER,N,F,39,REJECTED
PRISONOFFICER,Y,F,31,CONVERTED
BUSINESSMAN/WOMAN,N,M,28,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
TEACHER,N,F,37,REJECTED
NURSING,N,F,53,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
PHYSIOTHERAPY,N,F,30,REJECTED
ACCOUNTANT,N,F,38,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
NURSING,N,F,34,REJECTED
HEALTHWORKER,N,F,32,REJECTED
TEACHER,N,M,34,REJECTED
TEACHER,N,F,33,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
TRADER,N,F,48,REJECTED
BUSINESSMAN/WOMAN,N,F,33,REJECTED
NURSING,N,F,39,REJECTED
NURSING,N,F,33,CONVERTED
PHYSIOTHERAPY,N,M,36,REJECTED
ACCOUNTANT,N,M,32,REJECTED
NURSING,N,F,30,REJECTED
ACCOUNTANT,N,F,36,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
MECHANIC,Y,M,40,REJECTED
MANAGINGDIRECTOR,N,M,32,REJECTED
DOCTOR,N,F,35,REJECTED
TRADER,N,M,36,REJECTED
ACCOUNTSCLERK,N,M,37,REJECTED
SEAMSTRESS/TAILORING,N,F,34,REJECTED
TEACHER,N,F,50,REJECTED
TEACHER,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
NURSING,N,F,37,REJECTED
CUSTOMERSERVICEOFFICER,N,F,32,REJECTED
PHYSIOTHERAPY,N,M,57,REJECTED
BANKING,N,F,40,REJECTED
TEACHER,N,F,40,REJECTED
STUDENT,N,F,33,REJECTED
SHIPREPAIROFFICER,Y,M,52,REJECTED
PHYSIOTHERAPY,N,F,53,REJECTED
NURSING,N,F,31,REJECTED
NURSING,N,F,33,REJECTED
ACCOUNTSCLERK,N,F,35,REJECTED
TEACHER,N,M,40,REJECTED
SECRETARY,N,F,33,REJECTED
BUSINESSMAN/WOMAN,N,F,31,REJECTED
LABTECHNICIAN,Y,M,37,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
SECURITYFORCE,Y,F,29,REJECTED
SECURITYFORCE,Y,F,39,REJECTED
FIREOFFICER,Y,M,30,AUTHORIZED
TEACHER,N,M,34,REJECTED
FACTORYWORKER,Y,M,33,REJECTED
NURSING,N,F,39,REJECTED
DRIVINGINSTRUCTOR,Y,M,32,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
POLICE,Y,F,27,REJECTED
FACTORYWORKER,Y,M,28,REJECTED
PHYSIOTHERAPY,N,M,27,REJECTED
FACTORYWORKER,Y,M,32,REJECTED
BUSINESSMAN/WOMAN,N,F,42,REJECTED
ACCOUNTANT,N,M,28,REJECTED
ADMINISTRATOR,N,M,36,REJECTED
SECURITYFORCE,Y,F,34,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,33,REJECTED
MASON,Y,M,50,REJECTED
POLICE,Y,M,30,REJECTED
NURSING,N,F,38,AUTHORIZED
NURSING,N,F,33,REJECTED
PHYSIOTHERAPY,N,M,26,REJECTED
